Date,Price,Volume
5/3/2019,30.05,24483.00
5/6/2019,30.05,21508.00
5/7/2019,30.5,22437.00
5/8/2019,30.5,20127.00
5/9/2019,29.9,28544.00
5/10/2019,29.6,27061.00
5/13/2019,29.5,18642.00
5/14/2019,29.5,32587.00
5/15/2019,29.7,22038.00
5/16/2019,29.55,25424.00
5/17/2019,30,30165.00
5/20/2019,30.4,22896.00
5/21/2019,30.65,26908.00
5/22/2019,30.45,12161.00
5/23/2019,30.55,24831.00
5/24/2019,30.5,10899.00
5/27/2019,30.5,9173.00
5/28/2019,30.25,37524.00
5/29/2019,30.55,13547.00
5/30/2019,30.7,21030.00
5/31/2019,31,28330.00
6/3/2019,31,21090.00
6/4/2019,30.9,20477.00
6/5/2019,30.9,19997.00
6/6/2019,31.7,29475.00
6/10/2019,31.95,21804.00
6/11/2019,31.3,26405.00
6/12/2019,30.7,54441.00
6/13/2019,30.6,32258.00
6/14/2019,30.65,25259.00
6/17/2019,30.7,22600.00
6/18/2019,30.8,25880.00
6/19/2019,31.25,34828.00
6/20/2019,31.5,35274.00
6/21/2019,30.8,53582.00
6/24/2019,30.85,26082.00
6/25/2019,30.95,23025.00
6/26/2019,31.05,18431.00
6/27/2019,30.85,33862.00
6/28/2019,30.9,28461.00
7/1/2019,30.9,22960.00
7/2/2019,31.05,23726.00
7/3/2019,31.15,17994.00
7/4/2019,31.2,11478.00
7/5/2019,31.4,9355.00
7/8/2019,31.4,13850.00
7/9/2019,31.6,15815.00
7/10/2019,31.6,14458.00
7/11/2019,31.85,15503.00
7/12/2019,31.85,11435.00
7/15/2019,31.7,24725.00
7/16/2019,31.95,12716.00
7/17/2019,31.9,19985.00
7/18/2019,31.85,13703.00
7/19/2019,31.85,11966.00
7/22/2019,31.9,14332.00
7/23/2019,32.1,11788.00
7/24/2019,32.2,11273.00
7/25/2019,32.25,13271.00
7/26/2019,32.3,10963.00
7/29/2019,32.1,16515.00
7/30/2019,32.1,16365.00
7/31/2019,32.1,41551.00
8/1/2019,31.65,25003.00
8/2/2019,31.35,34278.00
8/5/2019,31.25,19572.00
8/6/2019,31.25,26381.00
8/7/2019,31.05,30423.00
8/8/2019,31.1,30459.00
8/12/2019,29,67361.00
8/13/2019,28.5,43327.00
8/14/2019,28.2,32465.00
8/15/2019,27.9,29632.00
8/16/2019,28.25,28533.00
8/19/2019,28.3,18039.00
8/20/2019,28.5,18163.00
8/21/2019,28.15,21105.00
8/22/2019,28.25,12416.00
8/23/2019,28.35,11432.00
8/26/2019,27.95,21019.00
8/27/2019,28,28371.00
8/28/2019,28.05,11636.00
8/29/2019,28,10952.00
8/30/2019,28.75,19698.00
9/2/2019,28.45,16759.00
9/3/2019,28.35,9049.00
9/4/2019,28.45,13921.00
9/5/2019,28.55,15980.00
9/6/2019,28.8,10689.00
9/9/2019,29.2,16581.00
9/10/2019,29.55,26480.00
9/11/2019,29.5,16224.00
9/12/2019,29.3,11706.00
9/16/2019,29.2,15372.00
9/17/2019,29.2,11008.00
9/18/2019,29.55,13655.00
9/19/2019,29.45,14002.00
9/20/2019,29.3,33388.00
9/23/2019,29.2,15816.00
9/24/2019,29.05,19618.00
9/25/2019,28.8,31628.00
9/26/2019,28.8,14896.00
9/27/2019,28.75,15287.00
10/1/2019,28.75,23120.00
10/2/2019,28.8,12199.00
10/3/2019,28.75,11550.00
10/4/2019,28.85,15819.00
10/7/2019,28.95,10517.00
10/8/2019,29.1,23952.00
10/9/2019,29,13924.00
10/14/2019,29.15,24040.00
10/15/2019,29.15,10763.00
10/16/2019,29.15,15193.00
10/17/2019,29.25,11985.00
10/18/2019,29.1,19270.00
10/21/2019,29.2,14836.00
10/22/2019,29.15,19491.00
10/23/2019,29.2,12924.00
10/24/2019,29.45,19071.00
10/25/2019,29.45,10158.00
10/28/2019,29.6,14446.00
10/29/2019,29.7,10760.00
10/30/2019,29.85,18491.00
10/31/2019,29.9,25848.00
11/1/2019,29.65,16209.00
11/4/2019,29.95,15390.00
11/5/2019,30.2,19578.00
11/6/2019,30.65,41265.00
11/7/2019,30.5,17095.00
11/8/2019,30.5,14518.00
11/11/2019,30.4,18381.00
11/12/2019,30.6,14402.00
11/13/2019,30.5,15276.00
11/14/2019,30.4,9927.00
11/15/2019,30.55,10208.00
11/18/2019,30.7,8746.00
11/19/2019,30.7,15410.00
11/20/2019,30.65,14035.00
11/21/2019,30.35,18444.00
11/22/2019,30.4,13254.00
11/25/2019,30.4,10382.00
11/26/2019,30.4,40036.00
11/27/2019,30.7,13563.00
11/28/2019,30.65,8548.00
11/29/2019,30.3,15886.00
12/2/2019,30.3,13842.00
12/3/2019,30.05,19597.00
12/4/2019,30.15,12169.00
12/5/2019,30.15,11950.00
12/6/2019,30.05,8543.00
12/9/2019,30.15,8141.00
12/10/2019,30.2,7068.00
12/11/2019,30.1,14559.00
12/12/2019,30.15,15914.00
12/13/2019,30.3,19379.00
12/16/2019,30.35,14128.00
12/17/2019,30.65,21527.00
12/18/2019,30.65,22210.00
12/19/2019,30.55,15808.00
12/20/2019,30.55,27196.00
12/23/2019,30.85,15424.00
12/24/2019,30.8,8397.00
12/25/2019,30.8,5964.00
12/26/2019,30.8,6307.00
12/27/2019,30.9,6819.00
12/30/2019,30.7,12302.00
12/31/2019,30.6,10578.00
