Date,Open,High,Low,Close,Volume
5/2/2017,49,49.4,48.65,49.35,35610
5/3/2017,49.45,49.75,49.1,49.2,11235
5/4/2017,49.65,49.9,49.45,49.8,13290
5/5/2017,49.9,49.95,49.35,49.7,14991
5/8/2017,50,50.7,49.9,49.9,18349
5/9/2017,50.5,51.5,50,50.4,19510
5/10/2017,50.8,51,50.1,50.8,11766
5/11/2017,51,51.1,49.55,50.2,12355
5/12/2017,50.5,51,49.8,51,9259
5/15/2017,51.4,54.6,51.3,53.6,28026
5/16/2017,53.6,53.7,51.7,52,15460
5/17/2017,51.8,52.2,51.2,51.3,6292
5/18/2017,50.5,51,50,50.6,9755
5/19/2017,51.1,51.5,50.6,50.6,5810
5/22/2017,51.1,51.1,50.2,50.3,3954
5/23/2017,50.6,50.8,50.1,50.5,4148
5/24/2017,51,51.7,50.5,50.9,8796
5/25/2017,51.6,51.6,50.5,50.9,4983
5/26/2017,51,51.1,50.5,50.7,4129
5/31/2017,51.2,51.8,50.7,50.9,7225
6/1/2017,51.4,51.8,51,51.5,6027
6/2/2017,51.8,53.8,51.6,53.6,22341
6/3/2017,54.1,54.4,53.1,53.4,7085
6/5/2017,53.6,55,53.6,54.5,18294
6/6/2017,54.4,54.4,53.7,54,5088
6/7/2017,53.7,53.7,52.3,52.5,12654
6/8/2017,53.2,53.9,52.7,52.8,6300
6/9/2017,53,53.3,52,52,6114
6/12/2017,51.2,52.4,51.2,52.3,7264
6/13/2017,53,53.3,51.9,52,6061
6/14/2017,52.4,52.5,51,51.7,5434
6/15/2017,51.9,52,51,51.8,4241
6/16/2017,51.8,52.2,51.4,51.7,6513
6/19/2017,51.9,53.9,51.8,53.7,16953
6/20/2017,52.9,52.9,51.9,52,12735
6/21/2017,51.9,52.7,51.1,52.5,6798
6/22/2017,52.8,53.2,52.7,52.9,5435
6/23/2017,53.1,53.2,52.5,52.6,3129
6/26/2017,52.8,54.2,52.3,53.7,10961
6/27/2017,54.3,55.3,53.7,54.8,17032
6/28/2017,54.8,55,53.9,54.4,7997
6/29/2017,54.9,55.4,54.3,54.3,6454
6/30/2017,54.4,54.8,53.4,54.8,6047
7/3/2017,55.3,55.3,54.1,54.3,9330
7/4/2017,54.1,54.2,53.6,53.8,6594
7/5/2017,54.5,55,53.7,55,8917
7/6/2017,55.6,56.5,55,55,15095
7/7/2017,54.9,55,54.2,54.9,5648
7/10/2017,55.1,55.7,54.5,55.3,6974
7/11/2017,55.7,56.3,55.1,56.2,12483
7/12/2017,57.1,57.1,56,56.3,11064
7/13/2017,56.1,57.2,56,56.6,7138
7/14/2017,56.7,57.1,56.5,56.7,7484
