Date,Open,High,Low,Close,Volume
2020/06/08,316,319,315,318,52042 
2020/06/09,316.5,319,314,319,37068 
2020/06/10,319,324,318,322.5,42207 
2020/06/11,325.5,327,318.5,320.5,50612 
2020/06/12,313,317.5,312.5,316,46970 
2020/06/15,316,317.5,308.5,309.5,51032 
2020/06/16,317,317,314,315,40725 
2020/06/17,316.5,317,313.5,315,34692 
2020/06/18,314.5,315,313,314.5,35443 
2020/06/19,314,314.5,312,314.5,48130 
2020/06/22,314.5,316.5,312,312,37374 
2020/06/23,316,316.5,312.5,315,41300 
2020/06/24,319,320,316,317.5,55464 
2020/06/29,314,315,310,312,56672 
2020/06/30,313.5,314,311,313,49241 
2020/07/01,315,318,314,317.5,29685 
2020/07/02,319,322,318,322,37789 
2020/07/03,327,330.5,326.5,329.5,55656 
2020/07/06,332.5,338,332,338,57256 
2020/07/07,343.5,346,338,338.5,59046 
2020/07/08,337.5,342.5,337.5,341,33813 
2020/07/09,346,347,343,345,37410 
2020/07/10,352.5,353,345.5,348.5,60902 
2020/07/13,351,354.5,350.5,354.5,49459 
2020/07/14,355,364,354.5,363.5,63030 
2020/07/15,366,370,361,363,75105 
2020/07/16,359,361,353.5,357.5,68582 
2020/07/17,361,369,360,367,66403 
2020/07/20,370,370,362.5,366,44940 
2020/07/21,372.5,387,371.5,383,64440 
2020/07/22,381,386,379,384,43959 
2020/07/23,382,383,379,381.5,45397 
2020/07/24,390,395,382,386,90988 
2020/07/27,420.5,424.5,416.5,424.5,103315 
2020/07/28,464,466.5,428.5,435,172157 
2020/07/29,428,431.5,419.5,422,88641 
2020/07/30,436.5,441,428.5,434,69936 
2020/07/31,426,432,425.5,425.5,50484 
2020/08/03,420.5,424,415,416,77288 
2020/08/04,421.5,425.5,418.5,425.5,41697 
2020/08/05,430.5,433.5,426,429,47460 
2020/08/06,437.5,438,431,435,43443 
2020/08/07,433.5,434,428,433,37611 
2020/08/10,427.5,437.5,427.5,435.5,36067 
2020/08/11,432,435,429,429,34545 
2020/08/12,422,423.5,419,419,53980 
2020/08/13,428,429,424.5,429,45669 
2020/08/14,424,428,423,427,24259 
2020/08/17,427,435,425.5,435,34607 
2020/08/18,440,440.5,432,433,45504 
2020/08/19,436,436.5,427.5,427.5,31486 
2020/08/20,427,427.5,401,415,75155 
2020/08/21,421.5,427,420,424.5,41956 
2020/08/24,427.5,434.5,425,428,49199 
2020/08/25,433.5,436,430.5,434.5,37024 
2020/08/26,435.5,442,435,442,41406 
2020/08/27,448,453.5,444,444,57206 
2020/08/28,440,440.5,431,435,57039 
2020/08/31,437,439.5,426.5,426.5,88569 
2020/09/01,430,435,428,435,50129 
2020/09/02,441,441,430.5,433,42013 
2020/09/03,439.5,439.5,433.5,436,40683 
2020/09/04,427,432.5,427,429,51349 
2020/09/07,428,432.5,425,426,39854 
2020/09/08,428,433,427.5,431,23714 
2020/09/09,425,428,423,427,40727 
2020/09/10,432.5,435,430.5,435,35281 
2020/09/11,435.5,436.5,432.5,436.5,34893 
2020/09/14,436,442,435.5,441,39325 
2020/09/15,440.5,447,439.5,445,39661 
2020/09/16,460,462,455.5,458,70608 
2020/09/17,453,455,446.5,448.5,44420 
2020/09/18,447,449.5,443,444,52999 
2020/09/21,443.5,450,440,440,40193 
2020/09/22,440,441,436,437,36842 
2020/09/23,436,438.5,432,433.5,47426 
2020/09/24,425.5,429,423,423,82510 
2020/09/25,427,428,421,424,41263 
2020/09/28,427,431.5,424.5,431.5,34427 
2020/09/29,432.5,435,428,431,42730 
2020/09/30,430.5,435,430.5,433,28859 
2020/10/05,438,438,431.5,432.5,33238 
2020/10/06,441.5,442,437.5,439.5,36276 
2020/10/07,435,445,435,443,44691 
2020/10/08,450,454,448.5,453,60853 
2020/10/12,458,462,457.5,460,67645 
2020/10/13,465,465,456.5,462,46303 
2020/10/14,460.5,461,457,459,52677 
2020/10/15,456,456.5,450,453,49987 
2020/10/16,451,456,448.5,449,48274 
2020/10/19,453,457.5,451,457.5,34846 
2020/10/20,455.5,457,451,451,26567 
2020/10/21,453.5,456,451,453,29906 
2020/10/22,450,455,449.5,455,25285 
2020/10/23,458,458,451.5,452,18777 
2020/10/26,455,455,450,450,15800 
2020/10/27,447.5,448.5,445.5,447,31795 
2020/10/28,445,447,443,444,26221 
2020/10/29,436.5,439.5,435.5,437,43075 
2020/10/30,437,437,432,432,49770 
2020/11/02,433,435.5,428,435.5,34539 
2020/11/03,439.5,443,438,441,31461 
2020/11/04,444.5,451.5,443,450,37929 
2020/11/05,451.5,451.5,445.5,451,36539 
2020/11/06,455,455.5,450,452.5,32644 
2020/11/09,458,460,454,458.5,43415 
2020/11/10,452,454.5,448.5,451,36786 
2020/11/11,448.5,457,448.5,457,40355 
2020/11/12,463,463.5,457.5,458,57993 
2020/11/13,459,462,456.5,462,31483 
2020/11/16,470,484.5,469,484,83380 
2020/11/17,502,506,485.5,485.5,75763 
2020/11/18,490,497,486.5,497,56607 
2020/11/19,499,499,490,490,47345 
2020/11/20,486,490,486,488,35242 
2020/11/23,494.5,498.5,492,496.5,43708 
2020/11/24,499.5,500,491.5,492,38630 
2020/11/25,495,495.5,487,487,47179 
2020/11/26,489,493.5,488,489,31844 
2020/11/27,487.5,492,486.5,489,35196 
2020/11/30,493,493.5,480.5,480.5,149311 
2020/12/01,489.5,490,483.5,490,38341 
2020/12/02,499.5,500,493.5,499,60208 
2020/12/03,499.5,499.5,495,497,36919 
2020/12/04,498.5,505,497.5,503,54471 
2020/12/07,512,515,506,514,45493 
2020/12/08,514,525,509,524,41830 
2020/12/09,521,524,520,520,46831 
2020/12/10,511,515,510,512,43991 
2020/12/11,517,517,505,516,51296 
